,CATEGORY (ISCED Description),Course Title,Course Code,R1 Points,R1 Random,R2 Points ,R2 Random,EOS Points,EOS Random,EOS Midpoints,Course Level,HEI,Test/Interview,AVP,v
1075,Welfare,"Early Childhood Care, Health and Education",LY968,288,,,,288,,380,8,Letterkenny Institute of Technology,,,
1076,Health,Health and Social Care - Common Entry,LY978,279,,,,279,,347,8,Letterkenny Institute of Technology,,,
1077,Arts,Contemporary and Applied Theatre Studies,MI001,209,,,,209,,484,8,Mary Immaculate College,,,
1078,Arts,Arts,MI002,280,,,,280,,408,8,Mary Immaculate College,,,
1079,Education,Education - Primary Teaching - International,MI004,589,,,,589,,601,8,Mary Immaculate College,,,
1080,Education,Education - Primary Teaching,MI005,522,,,,522,,554,8,Mary Immaculate College,,,
1081,Education,Education - Primary Teaching - Gaeltacht Applicants,MI006,485,,,,485,,522,8,Mary Immaculate College,#,,
1082,Education,Early Childhood Care and Education,MI007,409,,,,409,,462,8,Mary Immaculate College,,,
1083,Education,Education and Psychology - Primary Teaching,MI008,590,,,,590,,602,8,Mary Immaculate College,,,
1084,Education,"Education, Business Studies and Accounting",MI009,434,,,,434,,477,8,Mary Immaculate College,,,
1085,Education,"Education, Business Studies and Religious Studies",MI010,370,,,,370,,412,8,Mary Immaculate College,,,
1086,Education,"Education, Gaeilge and Religious Studies",MI011,407,,,,407,,444,8,Mary Immaculate College,,,
1087,Education,"Education, Gaeilge and Business Studies",MI012,387,,,,387,,451,8,Mary Immaculate College,,,
1088,Education,"Education, Mathematics and Gaeilge",MI013,509,,,,509,,543,8,Mary Immaculate College,,,
1089,Education,"Education, Mathematics and Business Studies",MI014,476,,,,476,,531,8,Mary Immaculate College,,,
1090,Welfare,Counselling and Psychotherapy,CI110,292,,,,292,,368,8,Irish College of Humanities & Applied Sciences,,,
1091,Welfare,Counselling and Psychotherapy with Addiction Studies,CI111,290,,,,290,,356,8,Irish College of Humanities & Applied Sciences,,,
1092,Welfare,Counselling and Psychotherapy with Youth Studies,CI112,325,,,,325,,388,8,Irish College of Humanities & Applied Sciences,,,
1093,Arts,"Art and Design (Common Entry, portfolio)",LC110,794,,,,794,,981,8,Limerick Institute of Technology,#,,
1094,Arts,Fashion and Textiles for Product and Costume (portfolio),LC114,914,,,,914,,933,8,Limerick Institute of Technology,#,,
1095,Education,"Art and Design Teacher Education (LIT and UL, portfolio)",LC115,993,,,,993,,1058,8,Limerick Institute of Technology,#,,
1096,Business and administration,Digital Marketing,LC220,263,,,,263,,322,8,Limerick Institute of Technology,,,
1097,Business and administration,Accounting and Finance,LC221,243,,,,243,,507,6,Limerick Institute of Technology,,,
1098,Business and administration,Marketing and Management,LC222,259,,,,259,,430,6,Limerick Institute of Technology,,,
1099,Law,Law and Taxation,LC223,331,,,,331,,410,8,Limerick Institute of Technology,,,
1100,Business and administration,Accounting and Finance,LC224,300,,,,300,,356,8,Limerick Institute of Technology,,,
1101,Business and administration,Marketing and Management,LC225,298,,,,298,,376,8,Limerick Institute of Technology,,,
1102,Business and administration,Enterprise and Innovation,LC226,255,,,,255,,327,8,Limerick Institute of Technology,,,
1103,Personal services,Sports Development and Coaching,LC228,214,,,,214,,336,6,Limerick Institute of Technology,,,
1104,Information and Communication Technologies (ICTs),Business with Computing,LC230,241,,224,,224,,418,7,Limerick Institute of Technology,,,
1105,Information and Communication Technologies (ICTs),Software Development,LC233,280,,,,280,,348,8,Limerick Institute of Technology,,,
1106,Information and Communication Technologies (ICTs),Immersive Digital Media and Spatial Computing,LC234,226,,,,226,,342,8,Limerick Institute of Technology,,,
1107,Information and Communication Technologies (ICTs),Internet Systems Development,LC235,207,,,,207,,360,7,Limerick Institute of Technology,,,
1108,Information and Communication Technologies (ICTs),Internet Systems Development,LC236,260,,,,260,,305,8,Limerick Institute of Technology,,,
1109,Information and Communication Technologies (ICTs),Computer Networks and Systems Management,LC239,317,,,,317,,378,8,Limerick Institute of Technology,,,
1110,Architecture and construction,Construction Management,LC241,326,,,,326,,387,8,Limerick Institute of Technology,,,
1111,Architecture and construction,Property Valuation and Management,LC242,308,,,,308,,377,8,Limerick Institute of Technology,,,
1112,Architecture and construction,Quantity Surveying,LC243,278,,,,278,,359,8,Limerick Institute of Technology,,,
1113,Architecture and construction,Built Environment (Common Entry),LC248,300,,,,300,,357,8,Limerick Institute of Technology,,,
1114,Architecture and construction,Civil Engineering,LC251,205,,,,205,,387,7,Limerick Institute of Technology,,,
1115,Architecture and construction,Civil Engineering Management,LC252,264,,,,264,,338,8,Limerick Institute of Technology,,,
1116,Biological and related sciences,Applied Biology,LC260,338,,,,338,,499,7,Limerick Institute of Technology,,,
1117,Health,Medical Technology,LC263,391,,,,391,,455,8,Limerick Institute of Technology,,,
1118,Physical sciences,Forensic and Pharmaceutical Sciences,LC265,498,,,,498,,528,8,Limerick Institute of Technology,,,
1119,Physical sciences,Drug and Medicinal Product Analysis,LC266,252,,,,252,,368,8,Limerick Institute of Technology,,,
1120,Physical sciences,Forensic and Pharmaceutical Sciences,LC267,400,,,,400,,498,7,Limerick Institute of Technology,,,
1121,Health,Medical Technology,LC268,384,,,,384,,484,7,Limerick Institute of Technology,,,
1122,Arts,Music Technology and Production,LC270,354,,,,354,,467,7,Limerick Institute of Technology,,,
1123,Engineering and engineering trades,Electrical Engineering,LC271,329,,316,,316,,383,7,Limerick Institute of Technology,,,
1124,Engineering and engineering trades,Electrical Engineering,LC275,361,,347,,347,,382,8,Limerick Institute of Technology,,,
1125,Arts,Creative Broadcast and Film Production,LC276,310,,300,,300,,422,7,Limerick Institute of Technology,,,
1126,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC277,261,,,,261,,424,7,Limerick Institute of Technology,,,
1127,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC278,306,,283,,283,,390,7,Limerick Institute of Technology,,,
1128,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC279,242,,,,242,,423,7,Limerick Institute of Technology,,,
1129,Engineering and engineering trades,Automobile Technology,LC281,277,,,,277,,318,6,Limerick Institute of Technology,,,
1130,Engineering and engineering trades,Precision Engineering,LC283,207,,,,207,,378,7,Limerick Institute of Technology,,,
1131,Engineering and engineering trades,"Agricultural Mechanisation at Salesian Agricultural College,Pallaskenry",LC284,192,,,,192,,337,6,Limerick Institute of Technology,,,
1132,Engineering and engineering trades,Mechanical Engineering,LC285,299,,292,,292,,444,7,Limerick Institute of Technology,,,
1133,Engineering and engineering trades,Road Transport Technology and Management,LC286,294,,,,294,,360,7,Limerick Institute of Technology,,,
1134,Engineering and engineering trades,Mechanical Engineering,LC288,378,,369,,369,,432,8,Limerick Institute of Technology,,,
1135,Engineering and engineering trades,Precision Engineering,LC289,261,,,,261,,357,8,Limerick Institute of Technology,,,
1136,Personal services,Sports Development Performance,LC290,208,,,,208,,356,7,Limerick Institute of Technology,,,
1137,Welfare,Social Care Work,LC292,374,,,,374,,410,8,Limerick Institute of Technology,,,
1138,Personal services,Business Studies with Travel and Tourism Management,LC293,271,,264,,264,,356,8,Limerick Institute of Technology,,,
1139,Personal services,Business Studies with Event Management,LC294,279,,,,279,,356,8,Limerick Institute of Technology,,,
1140,Business and administration,Business Studies with Sports Management,LC295,262,,,,262,,320,8,Limerick Institute of Technology,,,
1141,Social and behavioural sciences,Community and Addiction Studies,LC297,272,,262,,262,,316,8,Limerick Institute of Technology,,,
1142,Business and administration,Business,LC320,381,,,,381,,408,8,Limerick Institute of Technology,,,
1143,Business and administration,Enterprise and Innovation,LC322,228,,,,228,,422,7,Limerick Institute of Technology,,,
1144,Information and Communication Technologies (ICTs),Business with Computing,LC330,328,,308,,308,,367,8,Limerick Institute of Technology,,,
1145,Information and Communication Technologies (ICTs),Computing,LC336,219,,,,223,,378,7,Limerick Institute of Technology,,,
1146,Arts,Interior Design,LC340,391,,368,,368,,420,8,Limerick Institute of Technology,,,
1147,Biological and related sciences,Biotechnology and Biopharmaceutical Sciences,LC362,429,,,,429,,463,8,Limerick Institute of Technology,,,
1148,Arts,Creative Broadcast and Film Production,LC371,325,,310,,310,,387,8,Limerick Institute of Technology,,,
1149,Arts,Music Technology and Production,LC372,377,,,,377,,454,8,Limerick Institute of Technology,,,
1150,Engineering and engineering trades,Renewable and Electrical Energy Engineering,LC374,337,,319,,319,,401,8,Limerick Institute of Technology,,,
1151,Engineering and engineering trades,Industrial Automation and Robotic Systems,LC375,309,,,,309,,383,8,Limerick Institute of Technology,,,
1152,Engineering and engineering trades,Electronic Engineering with Computer Systems,LC376,357,,,,357,,378,8,Limerick Institute of Technology,,,
1153,Engineering and engineering trades,Automotive Engineering and Transport Management,LC380,298,,,,298,,340,8,Limerick Institute of Technology,,,
1154,Personal services,Business Studies in Beauty and Spa Management,LC392,328,,317,,317,,358,8,Limerick Institute of Technology,,,
1155,Welfare,Early Childhood Education and Care,LC393,309,,276,,276,,339,8,Limerick Institute of Technology,,,
1156,Personal services,Beauty and Spa Services,LC396,319,,309,,309,,387,7,Limerick Institute of Technology,,,
1157,Business and administration,Business Studies with Sports,LC397,233,,,,233,,418,7,Limerick Institute of Technology,,,
1158,Personal services,Culinary Arts,LC398,215,,,,224,,433,7,Limerick Institute of Technology,,,
1159,Personal services,Hospitality Supervision,LC399,137,,,,137,,309,7,Limerick Institute of Technology,,,
1160,Welfare,Social Care Work,LC402,228,,,,228,,306,8,Limerick Institute of Technology,,,
1161,Environment,Environmental Science and Climate,LC408,279,,,,279,,347,8,Limerick Institute of Technology,,,
1162,Business and administration,Business,LC415,172,,,,195,,409,7,Limerick Institute of Technology,,,
1163,Business and administration,Business,LC416,260,,,,260,,300,8,Limerick Institute of Technology,,,
1164,Information and Communication Technologies (ICTs),Computing - Games Design and Development,LC418,260,,256,,256,,320,8,Limerick Institute of Technology,,,
1165,Personal services,Applied Strength and Conditioning,LC422,289,,,,289,,359,8,Limerick Institute of Technology,,,
1166,Personal services,Applied Strength and Conditioning,LC423,145,,,,145,,358,7,Limerick Institute of Technology,,,
1167,Environment,Environmental Science,LC425,229,,,,229,,409,7,Limerick Institute of Technology,,,
1168,Information and Communication Technologies (ICTs),Game Art and Design (portfolio),LC502,841,,,,841,,1018,8,Limerick Institute of Technology,#,,
1169,Information and Communication Technologies (ICTs),Creative Media and Design,LC504,155,,,,155,,412,7,Limerick Institute of Technology,,,
1170,Information and Communication Technologies (ICTs),Creative Media and Design,LC517,279,,,,279,,413,8,Limerick Institute of Technology,,,
1171,Information and Communication Technologies (ICTs),Digital Animation Production (portfolio),LC518,807,,,,807,,977,8,Limerick Institute of Technology,#,,
1172,Welfare,Social Care Work,LC602,251,,,,251,,356,7,Limerick Institute of Technology,,,
1173,Welfare,Social Care Work,LC612,309,,,,309,,348,8,Limerick Institute of Technology,,,
1174,Humanities (except languages),Arts,LM002,360,*,360,,360,,423,8,University of Limerick,,,
1175,Social and behavioural sciences,Social Sciences,LM019,451,,,,451,,507,8,University of Limerick,,,
1176,Law,Law and Accounting,LM020,474,,,,474,,520,8,University of Limerick,,,
1177,Arts,Performing Arts (audition format TBC),LM026,329,,,,329,,451,8,University of Limerick,#,,
1178,Law,Criminal Justice,LM028,420,,,,420,,454,8,University of Limerick,,,
1179,Law,Law Plus,LM029,530,,,,530,,554,8,University of Limerick,,,
1180,Social and behavioural sciences,Psychology and Sociology,LM038,530,,,,530,,533,8,University of Limerick,,,
1181,Journalism and information,Journalism and Digital Communication,LM039,432,,,,432,,473,8,University of Limerick,,,
1182,Humanities (except languages),European Studies,LM040,409,,,,409,,521,8,University of Limerick,,,
1183,Languages,Applied Languages,LM044,429,,,,429,,485,8,University of Limerick,,,
1184,Business and administration,Business Studies (options),LM050,451,,,,451,,489,8,University of Limerick,,,
1185,Business and administration,International Business,LM056,555,*,,,555,*,589,8,University of Limerick,,,
1186,Mathematics and statistics,Financial Mathematics,LM058,468,,,,468,,531,8,University of Limerick,,,
1187,Information and Communication Technologies (ICTs),Technology Management,LM063,410,,,,410,,452,8,University of Limerick,,,
1188,Environment,Environmental Science,LM066,430,,,,430,,478,8,University of Limerick,,,
1189,Manufacturing and processing,Food Science and Health,LM068,464,*,,,464,*,495,8,University of Limerick,,,
1190,Manufacturing and processing,Product Design and Technology (portfolio required),LM076,401,,,,401,,499,8,University of Limerick,#,,
1191,Engineering and engineering trades,Aeronautical Engineering,LM077,567,,,,567,,601,8,University of Limerick,,,
1192,Architecture and construction,Construction Management and Engineering,LM082,446,*,,,446,*,480,8,University of Limerick,,,
1193,Personal services,Sport and Exercise Sciences,LM089,498,*,,,498,*,533,8,University of Limerick,,,
1194,Education,Physical Education with concurrent Teacher Education,LM090,552,,544,*,544,*,577,8,University of Limerick,,,
1195,Education,Languages with concurrent Teacher Education,LM091,506,,,,506,,541,8,University of Limerick,,,
1196,Education,Science with Teacher Ed (Biology with Physics/Chemistry/Ag Science),LM092,521,,,,521,,555,8,University of Limerick,,,
1197,Biological and related sciences,Equine Science,LM093,367,,,,367,,431,8,University of Limerick,,,
1198,Education,Materials and Architectural Technology with concurrent Teacher Education,LM094,475,,,,475,,501,8,University of Limerick,,,
1199,Education,Materials and Engineering Technology with concurrent Teacher Education,LM095,425,,,,425,,452,8,University of Limerick,,,
1200,Education,Science with Teacher Ed (Physical Sciences with Chemistry and Physics),LM096,454,,,,454,,488,8,University of Limerick,,,
1201,Mathematics and statistics,Mathematics and Computer Science with concurrent Teacher Education,LM097,465,,,,465,,499,8,University of Limerick,,,
1202,Architecture and construction,Architecture,LM099,520,,,,520,,543,8,University of Limerick,#,,
1203,Health,Physiotherapy,LM100,613,*,,,601,*,613,8,University of Limerick,,,
1204,Health,Medicine  - Graduate Entry (GAMSAT required),LM101,57,*,,,57,*,59,8,University of Limerick,#,,
1205,Social and behavioural sciences,Psychology,LM102,534,,,,534,,565,8,University of Limerick,,,
1206,Health,Paramedic Studies (Full B/Provisional C1 Drivers Licence),LM103,429,,,,429,,455,8,University of Limerick,#,,
1207,Personal services,Exercise and Health Fitness Management,LM105,441,,,,441,,473,8,University of Limerick,,,
1208,Physical sciences,Chemical and Biochemical Engineering,LM115,476,,,,476,,520,8,University of Limerick,,,
1209,Engineering and engineering trades,Engineering (Biomedical/Civil/Design and Manufacture/Mechanical),LM116,498,*,,,498,*,544,8,University of Limerick,,,
1210,Engineering and engineering trades,Electronic and Computer Engineering,LM118,445,,,,445,,487,8,University of Limerick,,,
1211,Information and Communication Technologies (ICTs),Computer Science (Computer Systems/Games Dev/Mobile Comm Security),LM121,402,,,,402,,461,8,University of Limerick,,,
1212,Information and Communication Technologies (ICTs),Creative Media and Interaction Design (Digital Design/Music Media Tech),LM122,382,,,,382,,467,8,University of Limerick,,,
1213,Biological and related sciences,Biological and Chemical Sc. (Biosci/Envir Sci/Ind Bio/Pharma and In,LM123,498,*,,,498,*,533,8,University of Limerick,,,
1214,Mathematics and statistics,Mathematics (Math Science/Maths and Physics/Economics and Maths),LM124,455,,,,455,,532,8,University of Limerick,,,
1215,Physical sciences,Physics (Applied Physics or Mathematics and Physics),LM125,489,,,,489,,577,8,University of Limerick,,,
1216,Health,General Nursing,LM150,498,*,487,,474,,496,8,University of Limerick,,,
1217,Health,Mental Health Nursing,LM152,478,,466,,440,,476,8,University of Limerick,,,
1218,Health,Intellectual Disability Nursing,LM154,462,,443,,433,,474,8,University of Limerick,,,
1219,Health,Midwifery,LM156,521,*,508,,498,*,521,8,University of Limerick,,,
1220,Biological and related sciences,Equine Science,LM180,351,,,,351,,444,6,University of Limerick,,,
1221,Interdisciplinary programmes and qualifications involving arts and humanities,Theology and Arts,MU001,294,,294,,291,,332,8,"Pontifical University, St Patrick's College",,avp,
1222,Interdisciplinary programmes and qualifications involving arts and humanities,Theology,MU002,,,,,411,,411,8,"Pontifical University, St Patrick's College",,avp,
1223,Education,Education - Primary Teaching (Froebel),MH001,564,,,,556,,578,8,Maynooth University,,,
1224,Education,Education - Primary Teaching - Gaeltacht Applicants (Froebel),MH002,,,,,,,,8,Maynooth University,#,,
1225,Education,Early Childhood - Teaching and Learning (full-time),MH003,381,,,,381,,430,8,Maynooth University,,,
1226,Humanities (except languages),Arts,MH101,338,,336,,336,,409,8,Maynooth University,,,
1227,Arts,Music,MH103,#,,,,#,,#,8,Maynooth University,#,,
1228,Social and behavioural sciences,Psychology - 3 years,MH106,554,,,,552,,555,8,Maynooth University,,,
1229,Social and behavioural sciences,Social Science,MH107,390,,,,390,,440,8,Maynooth University,,,
1230,Arts,Media Studies,MH109,324,,,,324,,393,8,Maynooth University,,,
1231,Welfare,Community and Youth Work (Full-Time),MH116,#,,,,#,,#,8,Maynooth University,#,,
1232,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science,MH201,401,,400,,397,,456,8,Maynooth University,,,
1233,Biological and related sciences,Biotechnology,MH202,490,,489,,489,,509,8,Maynooth University,,,
1234,Biological and related sciences,Biological and Geographical Sciences,MH203,451,,,,451,,477,8,Maynooth University,,,
1235,Physical sciences,Physics with Astrophysics,MH204,422,,,,422,,499,8,Maynooth University,,,
1236,Mathematics and statistics,Theoretical Physics and Mathematics,MH206,521,,,,521,,578,8,Maynooth University,,,
1237,Information and Communication Technologies (ICTs),Data Science,MH207,444,,,,444,,510,8,Maynooth University,,,
1238,Biological and related sciences,Biological and Biomedical Sciences,MH208,543,,,,533,,554,8,Maynooth University,,,
1239,Social and behavioural sciences,Psychology (through Science) - 4 years,MH209,529,,,,517,,531,8,Maynooth University,,,
1240,Physical sciences,Pharmaceutical and Biomedical Chemistry,MH210,510,,,,510,,532,8,Maynooth University,,,
1241,"Interdisciplinary programmes and qualifications involving natural sciences, Mathematics and statistics",Science|Maths and Computer Science|Mathematics (with Education),MH212,452,,443,,434,,498,8,Maynooth University,,,
1242,Engineering and engineering trades,Engineering (Computer/Electronic/Communications),MH304,351,,351,,351,,454,8,Maynooth University,,avp,
1243,Engineering and engineering trades,Product Design,MH305,326,,,,326,,397,8,Maynooth University,,,
1244,Engineering and engineering trades,Robotics and Intelligent Devices,MH306,362,,,,362,,445,8,Maynooth University,,,
1245,Business and administration,Finance (options),MH401,370,,,,370,,418,8,Maynooth University,,,
1246,Business and administration,Quantitative Finance,MH402,476,,,,476,,521,8,Maynooth University,,,
1247,Business and administration,Accounting and Finance,MH403,424,,,,424,,473,8,Maynooth University,,,
1248,Business and administration,Business (options),MH404,441,,,,441,,473,8,Maynooth University,,,
1249,Business and administration,Business and Accounting,MH407,423,,,,423,,473,8,Maynooth University,,,
1250,Business and administration,Entrepreneurship,MH411,378,,,,378,,409,8,Maynooth University,,,
1251,Law,LLB Law - four year Single Major Law programme,MH501,507,,,,507,,531,8,Maynooth University,,,
1252,Law,Law (options),MH502,465,,,,465,,498,8,Maynooth University,,,
1253,Information and Communication Technologies (ICTs),Computer Science through Arts (options),MH601,381,,,,381,,423,8,Maynooth University,,,
1254,Information and Communication Technologies (ICTs),Computer Science through Science (options),MH602,400,,,,400,,444,8,Maynooth University,,,
1255,Information and Communication Technologies (ICTs),Computational Thinking,MH603,520,,,,520,,579,8,Maynooth University,,,
1256,Education,Early Childhood - Teaching and Learning (part-time),MH801,AQA,,AQA,,AQA,,319,8,Maynooth University,,avp,
1257,Welfare,"Community and Youth Work (part-time, in service)",MH802,,,,,,,,8,Maynooth University,#,avp,
1258,Social and behavioural sciences,"Local Studies/Community Studies (part-time, evening) - Mature Students",MH803,,,,,,,,8,Maynooth University,,avp,
1259,Education,"Education, Home Economics and Biology - with concurrent Teacher Ed",AS001,542,,533,,532,,555,8,St. Angela`s College,,,
1260,Education,"Education, Home Economics and Religious Ed - with concurrent Teacher Ed",AS002,464,,452,*,441,*,476,8,St. Angela`s College,,,
1261,Education,"Education, Home Economics and Irish - with concurrent Teacher Ed",AS003,463,*,457,,440,*,487,8,St. Angela`s College,,,
1262,Business and administration,"Nutrition, Food and Business Management",AS051,378,,347,,291,,418,8,St. Angela`s College,,,
1263,Biological and related sciences,Home Economics,AS054,440,*,419,*,368,,430,8,St. Angela`s College,,,
1264,Health,General Nursing,AS110,440,*,432,,422,*,445,8,St. Angela`s College,,,
1265,Health,Intellectual Disability Nursing,AS130,387,,358,,348,*,387,8,St. Angela`s College,,,
1266,Business and administration,Business,SG101,167,,120,,120,,338,6,"Institute of Technology, Sligo",,avp,
1267,Information and Communication Technologies (ICTs),Computing (Level 6 - General Entry),SG102,254,,,,254,,254,6,"Institute of Technology, Sligo",,,
1268,Information and Communication Technologies (ICTs),Computing - Games Development,SG131,271,,,,271,,371,7,"Institute of Technology, Sligo",,,
1269,Personal services,Applied Sport with Business,SG134,200,,,,200,,371,7,"Institute of Technology, Sligo",,,
1270,Personal services,Business in Tourism with Event Management,SG135,194,,AQA,,AQA,,328,7,"Institute of Technology, Sligo",,avp,
1271,Information and Communication Technologies (ICTs),Computing - Software Development,SG136,279,,,,279,,416,7,"Institute of Technology, Sligo",,,
1272,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG137,262,,,,262,,379,7,"Institute of Technology, Sligo",,,
1273,Information and Communication Technologies (ICTs),Computing (Level 7 - General Entry),SG138,299,,,,299,,425,7,"Institute of Technology, Sligo",,,
1274,Business and administration,Business in Marketing,SG139,269,,,,269,,432,7,"Institute of Technology, Sligo",,,
1275,Business and administration,Business,SG141,262,,,,262,,346,8,"Institute of Technology, Sligo",,,
1276,Business and administration,Business and ICT,SG145,279,,,,279,,411,8,"Institute of Technology, Sligo",,,
1277,Business and administration,Accounting,SG146,304,,,,304,,403,8,"Institute of Technology, Sligo",,,
1278,Personal services,Sport with Business,SG147,288,,,,288,,340,8,"Institute of Technology, Sligo",,,
1279,Personal services,Tourism with Event Management,SG148,298,,,,298,,328,8,"Institute of Technology, Sligo",,,
1280,Business and administration,Business in Marketing,SG150,298,,,,298,,360,8,"Institute of Technology, Sligo",,,
1281,Arts,Fine Art,SG231,375,,375,,375,,599,7,"Institute of Technology, Sligo",#,avp,
1282,Arts,Creative Design,SG232,270,,AQA,,AQA,,301,7,"Institute of Technology, Sligo",,avp,
1283,Arts,Performing Arts (Theatre Design),SG235,205,,,,205,,341,7,"Institute of Technology, Sligo",,,
1284,Arts,Performing Arts (Acting),SG236,204,,,,204,,390,7,"Institute of Technology, Sligo",,,
1285,Arts,Performing Arts,SG241,341,,,,341,,393,8,"Institute of Technology, Sligo",,,
1286,Welfare,Early Childhood Care and Education,SG242,287,,,,287,,368,8,"Institute of Technology, Sligo",,,
1287,Welfare,Social Care Practice,SG243,309,,,,309,,357,8,"Institute of Technology, Sligo",,,
1288,Arts,Fine Art,SG244,501,,,,501,,643,8,"Institute of Technology, Sligo",#,,
1289,Arts,Creative Design,SG245,332,,,,332,,357,8,"Institute of Technology, Sligo",,,
1290,Information and Communication Technologies (ICTs),Computing,SG246,316,,,,316,,402,8,"Institute of Technology, Sligo",,,
1291,Social and behavioural sciences,English and Psychology,SG247,319,,,,319,,357,8,"Institute of Technology, Sligo",,,
1292,Social and behavioural sciences,Sociology and Politics,SG248,298,,,,298,,328,8,"Institute of Technology, Sligo",,,
1293,Languages,Writing and Literature,SG249,308,,,,308,,409,8,"Institute of Technology, Sligo",,,
1294,Information and Communication Technologies (ICTs),Software Development,SG252,310,,,,310,,413,8,"Institute of Technology, Sligo",,,
1295,Information and Communication Technologies (ICTs),Computing in Computer Networks and Cyber Security,SG253,336,,,,336,,374,8,"Institute of Technology, Sligo",,,
1296,Languages,Writing and Literature Online,SG254,327,,,,327,,393,8,"Institute of Technology, Sligo",,,
1297,Law,Law and Business,SG255,291,,,,291,,398,8,"Institute of Technology, Sligo",,,
1298,Engineering and engineering trades,Engineering (General Entry),SG300,202,,163,,163,,327,6,"Institute of Technology, Sligo",,avp,
1299,Architecture and construction,Construction Economics,SG302,174,,,,174,,380,6,"Institute of Technology, Sligo",,avp,
1300,Architecture and construction,Applied Construction Technology,SG308,199,,130,,128,,252,6,"Institute of Technology, Sligo",,avp,
1301,Engineering and engineering trades,Engineering (General Entry),SG330,262,,,,262,,416,7,"Institute of Technology, Sligo",,,
1302,Architecture and construction,Interior Architecture and Design,SG331,222,,,,222,,398,7,"Institute of Technology, Sligo",,,
1303,Architecture and construction,Advanced Wood and Sustainable Building Technology,SG332,217,,,,217,,357,7,"Institute of Technology, Sligo",,,
1304,Engineering and engineering trades,Mechanical Engineering,SG333,225,,,,225,,352,7,"Institute of Technology, Sligo",,,
1305,Engineering and engineering trades,Mechatronic Engineering,SG334,290,,,,290,,380,7,"Institute of Technology, Sligo",,,
1306,Engineering and engineering trades,"Engineering in Mechatronic Systems (Interview, Work Based)",SG335,#,,#,,#,,0,7,"Institute of Technology, Sligo",#,avp,
1307,Engineering and engineering trades,Precision Engineering and Design,SG336,341,,,,341,,445,7,"Institute of Technology, Sligo",,,
1308,Architecture and construction,Civil Engineering,SG338,226,,,,226,,374,7,"Institute of Technology, Sligo",,,
1309,Architecture and construction,Quantity Surveying,SG339,216,,,,216,,385,7,"Institute of Technology, Sligo",,,
1310,Engineering and engineering trades,General Engineering,SG341,373,,,,373,,467,8,"Institute of Technology, Sligo",,,
1311,Architecture and construction,Civil Engineering,SG342,418,,,,418,,498,8,"Institute of Technology, Sligo",,,
1312,Architecture and construction,Quantity Surveying,SG343,300,,,,300,,385,8,"Institute of Technology, Sligo",,,
1313,Engineering and engineering trades,Mechanical Engineering,SG344,412,,,,412,,509,8,"Institute of Technology, Sligo",,,
1314,Architecture and construction,Construction Project Management and Applied Technology,SG346,313,,,,313,,362,8,"Institute of Technology, Sligo",,,
1315,Architecture and construction,Architecture,SG347,403,,,,403,,462,8,"Institute of Technology, Sligo",,,
1316,Architecture and construction,Interior Architecture and Design,SG348,359,,,,359,,410,8,"Institute of Technology, Sligo",,,
1317,Engineering and engineering trades,Electronics and Self Driving Technologies,SG349,,,,,,,0,8,"Institute of Technology, Sligo",,,
1318,Engineering and engineering trades,Robotics and Automation,SG350,384,,,,384,,478,8,"Institute of Technology, Sligo",,,
1319,Biological and related sciences,Science,SG401,282,,128,,128,,403,6,"Institute of Technology, Sligo",,avp,
1320,Environment,Environmental Science with Ecology (Level 6),SG404,388,,,,388,,408,6,"Institute of Technology, Sligo",,,
1321,Health,Health and Exercise Science,SG406,396,,,,396,,520,6,"Institute of Technology, Sligo",,,
1322,Physical sciences,Pharmaceutical Science with Drug Development,SG431,287,,,,287,,419,7,"Institute of Technology, Sligo",,,
1323,Hygiene and occupational health services,Occupational Safety and Health,SG433,243,,,,243,,367,7,"Institute of Technology, Sligo",,,
1324,Health,Human Nutrition,SG434,299,,,,299,,456,7,"Institute of Technology, Sligo",,,
1325,Health,Health Science and Physiology,SG435,296,,,,296,,456,7,"Institute of Technology, Sligo",,,
1326,Health,Biomedical Science,SG436,260,,,,260,,509,7,"Institute of Technology, Sligo",,,
1327,Biological and related sciences,Forensic Investigation and Analysis,SG437,252,,,,252,,413,7,"Institute of Technology, Sligo",,,
1328,Environment,Environmental Science with Ecology (Level 7),SG439,253,,,,253,,433,7,"Institute of Technology, Sligo",,,
1329,Hygiene and occupational health services,Occupational Safety and Health,SG442,307,,,,307,,360,8,"Institute of Technology, Sligo",,,
1330,Health,Human Nutrition,SG443,376,,,,376,,440,8,"Institute of Technology, Sligo",,,
1331,Biological and related sciences,Science Undenominated,SG444,358,,,,358,,430,8,"Institute of Technology, Sligo",,,
1332,Physical sciences,Pharmaceutical Science with Drug Development,SG445,357,,,,357,,401,8,"Institute of Technology, Sligo",,,
1333,Health,Health Science and Physical Activity,SG447,326,,,,326,,389,8,"Institute of Technology, Sligo",,,
1334,Biological and related sciences,Forensic Investigation and Analysis,SG448,308,,,,308,,376,8,"Institute of Technology, Sligo",,,
1335,Health,Medical Biotechnology,SG449,315,,,,315,,403,8,"Institute of Technology, Sligo",,,
